,id,name,lat,lng,checkinsCount,tipCount,usersCount
249,4e65015c62e13e3bcfbb0e4a,London Lingual Orthodontic Clinic,51.51914159768968,-0.14759980761018546,4,0,1
250,4cd7bdd453a7f04de9c45f16,Sup de Pub - London,51.5194133644238,-0.1529255969892945,1271,1,83
251,4ac518ddf964a52068a920e3,Ishtar,51.52003775798584,-0.1582919695088419,707,13,436
252,523f74c7498ef5ec221735eb,Casa El Soon's,51.519276,-0.162841,137,1,2
253,52e19452498e6cd8cdf83cbc,Al-Hijji's,51.51929043751559,-0.16763962404946556,26,0,1
254,4b61ca09f964a520f0222ae3,Marks & Spencer - Head Office,51.51896652722161,-0.17304148409210318,3594,9,352
255,4e8b3ca1550385f0954c7a28,Photobox,51.51923417467255,-0.177791850486866,157,0,30
256,4b4842f9f964a520c84a26e3,Novotel,51.51933186384051,-0.18249750137329102,2017,19,715
257,4ac518d1f964a520caa620e3,Little Venice,51.52257629597823,-0.1876688003540039,4140,19,1911
258,4baab46ff964a5204a813ae3,The Westbourne,51.51932003772379,-0.1949178672569759,2121,23,1131
259,4b472756f964a520072c26e3,The Carpenters Arms,51.52393141215938,-0.06734490394592285,1870,22,886
260,4ac518e9f964a520d2ab20e3,Rich Mix Cultural Foundation,51.524243359336694,-0.07310351871265255,4400,34,2544
261,52988940498e725c6a9df38f,Andina,51.524240853495726,-0.07713744454932273,265,7,244
262,4cc1b001ed0337047519b023,Westland,51.524529661553345,-0.08279684359401207,36,1,29
263,4f7ddc0fe4b062316b24a77b,Salvation Jane,51.52428520432667,-0.08737564086914062,2943,53,1070
264,4ac518eef964a52021ad20e3,Whitecross Street Market,51.522129818132434,-0.09277642871448469,7235,77,1799
265,4bd0432a9854d13a6855f74d,look mum no hands!,51.52404155529859,-0.0969618558883667,6074,109,2874
266,4e30193414953296330ac6d3,Argus house,51.52406667579888,-0.10293325604718413,684,0,12
267,4b6c1011f964a520f2212ce3,The Bowler,51.52425229716138,-0.1081820311577547,555,14,343
268,51960a82498e35404cf68346,Warner Yard,51.523079,-0.111076,947,2,197
269,4c6ad76b96eaa5932f0c21df,Nuffield Health Bloomsbury Fitness & Wellbeing Centre,51.524124996893335,-0.11823177337646484,1170,2,110
270,4b411423f964a520aac025e3,Hare & Tortoise,51.52408380631034,-0.1230448548832139,2410,56,1347
271,4e05b42eb61c60b04539ac39,Unite Students Accomodation,51.524381746600355,-0.1275047294406907,865,0,117
272,4b0a52daf964a5203e2323e3,University College London,51.52433860667918,-0.13286590576171875,7548,17,2020
273,4ac518b6f964a52009a120e3,Radisson Blu Edwardian Grafton Hotel,51.52421669179782,-0.13786721312790073,2607,38,1253
274,4dda1bbb7d8b3226642ef30e,Aegis Media / Carat Global Management / Vizeum Global Management,51.52432805180038,-0.14298755027300702,1403,0,182
275,4bf94c348d30d13a74f10118,Park Square Gardens,51.52439200896907,-0.146942138671875,650,1,308
276,4ac518cef964a520fca520e3,Madame Tussauds,51.52281301708984,-0.15535998877990853,15630,207,14173
277,4ac518d3f964a52054a720e3,The Sherlock Holmes Museum,51.52366656248244,-0.15813865791571094,5455,48,4903
278,4c16743b955976b02c92a4f6,Platform 5,51.52399149026834,-0.163421630859375,1664,2,443
279,4c07b3c68a81c9b658972790,Alfies Rooftop Cafe & Restaurant,51.52417302131653,-0.168585,153,6,94
280,4ac518eef964a52023ad20e3,Church Street Market,51.522945739143665,-0.17123415505347173,1047,4,233
281,50d4bcd0e4b08c309dc5596d,Gogi,51.524361,-0.176756,108,3,77
282,4afb0b96f964a5209b1a22e3,Tesco Express,51.525378,-0.17970263957977295,421,2,184
283,4ac518d1f964a520caa620e3,Little Venice,51.52257629597823,-0.1876688003540039,4140,19,1911
284,4dc16550fa764d03e9fd26ba,Paddington Academy,51.52481170735156,-0.1930625580735116,180,0,31
285,4ac518f3f964a5209fae20e3,Columbia Road Flower Market,51.529358148183654,-0.0695657730102539,6301,76,3674
286,4e07092918a8382643b1bca3,Long White Cloud,51.530324,-0.07366,655,13,290
287,4ad20e3ef964a52015df20e3,Viet Grill,51.528877577739046,-0.0776982307434082,1335,40,967
288,4ad3b332f964a520b9e520e3,The George & Vulture,51.52932959790398,-0.08371791814489851,1326,12,576
